V1,V6,V10,V12,V13,V14,V15
33,152.0,25,202.0,2,365.0,2
41,0.0,17,294.0,4,63.0,11
36,378.0,5,1240.0,1,-1.0,0
37,-106.0,12,690.0,1,-1.0,0
68,0.0,22,586.0,1,-1.0,0
52,959.0,30,694.0,2,-1.0,0
22,-51.0,15,859.0,1,-1.0,0
32,344.0,26,530.0,2,-1.0,0
49,596.0,15,722.0,1,-1.0,0
31,1979.0,6,1205.0,1,-1.0,0
21,123.0,12,379.0,5,93.0,2
36,625.0,18,1360.0,9,-1.0,0
55,2152.0,19,922.0,2,-1.0,0
24,414.0,18,493.0,1,370.0,1
27,279.0,12,323.0,1,-1.0,0
43,1429.0,19,1015.0,1,198.0,2
23,107.0,13,256.0,5,181.0,2
32,0.0,30,177.0,2,-1.0,0
28,330.0,2,357.0,1,188.0,3
24,1857.0,8,147.0,1,92.0,5
35,2779.0,26,182.0,2,186.0,2
32,3271.0,4,949.0,3,-1.0,0
36,281.0,16,515.0,1,-1.0,0
72,0.0,29,189.0,3,-1.0,0
39,1795.0,8,922.0,7,-1.0,0
51,1679.0,12,417.0,1,365.0,9
54,1872.0,13,439.0,5,-1.0,0
52,36.0,11,930.0,1,-1.0,0
60,597.0,15,981.0,1,-1.0,0
31,2907.0,12,248.0,1,194.0,3
37,2722.0,27,426.0,2,179.0,3
32,386.0,18,482.0,1,-1.0,0
39,-3058.0,17,882.0,3,-1.0,0
35,141.0,20,728.0,1,-1.0,0
63,109.0,10,406.0,2,-1.0,0
47,1013.0,15,170.0,1,92.0,3
77,0.0,25,210.0,1,-1.0,0
49,293.0,28,452.0,1,-1.0,0
36,203.0,25,255.0,1,88.0,1
59,1783.0,17,540.0,2,-1.0,0
29,104.0,18,903.0,4,-1.0,0
23,922.0,28,538.0,2,184.0,9
46,659.0,29,1127.0,11,-1.0,0
80,997.0,29,746.0,2,86.0,1
26,82.0,9,654.0,1,-1.0,0
55,962.0,28,623.0,1,181.0,3
57,10583.0,28,341.0,3,98.0,3
32,20.0,14,1151.0,2,-1.0,0
56,0.0,16,1222.0,1,-1.0,0
48,926.0,15,382.0,4,185.0,6
31,354.0,21,242.0,2,-1.0,0
47,1147.0,2,654.0,1,95.0,1
22,104.0,18,509.0,1,185.0,3
28,874.0,5,509.0,1,-1.0,0
35,1629.0,25,653.0,4,-1.0,0
38,4406.0,13,689.0,2,-1.0,0
28,223.0,27,157.0,2,119.0,1
36,417.0,10,151.0,1,-1.0,0
37,1291.0,5,150.0,1,97.0,2
56,486.0,21,1877.0,1,-1.0,0
28,1086.0,20,1112.0,3,-1.0,0
57,3109.0,15,107.0,2,105.0,2
35,-180.0,13,823.0,2,-1.0,0
31,447.0,19,220.0,3,-1.0,0
36,-78.0,2,1068.0,1,-1.0,0
32,400.0,4,268.0,3,-1.0,0
46,849.0,5,508.0,2,-1.0,0
48,86.0,28,281.0,3,186.0,6
33,6513.0,11,170.0,1,343.0,1
26,102.0,8,658.0,2,-1.0,0
60,439.0,25,464.0,1,321.0,1
38,536.0,22,248.0,1,-1.0,0
60,1047.0,27,173.0,3,279.0,4
68,2144.0,22,277.0,1,184.0,2
33,700.0,9,126.0,1,88.0,1
36,3158.0,3,144.0,2,-1.0,0
37,4017.0,16,156.0,1,-1.0,0
34,3821.0,13,649.0,2,-1.0,0
35,1750.0,21,333.0,3,-1.0,0
33,66.0,5,157.0,2,-1.0,0
34,294.0,8,301.0,3,-1.0,0
39,22086.0,4,160.0,1,-1.0,0
51,3025.0,7,476.0,1,352.0,1
27,11862.0,20,217.0,1,87.0,6
33,-627.0,8,740.0,1,-1.0,0
50,-168.0,23,1327.0,2,-1.0,0
52,436.0,22,95.0,1,-1.0,0
32,3136.0,19,820.0,1,-1.0,0
35,520.0,17,476.0,1,-1.0,0
32,914.0,15,372.0,1,-1.0,0
39,506.0,7,718.0,2,-1.0,0
87,6746.0,21,749.0,1,-1.0,0
46,874.0,19,819.0,3,-1.0,0
58,687.0,7,221.0,1,99.0,2
37,980.0,8,1306.0,5,-1.0,0
36,981.0,16,1093.0,1,-1.0,0
33,806.0,17,108.0,1,-1.0,0
33,2885.0,5,1051.0,2,-1.0,0
46,974.0,17,178.0,1,-1.0,0
33,139.0,18,732.0,2,291.0,5
30,953.0,2,747.0,2,-1.0,0
26,15161.0,2,280.0,1,-1.0,0
60,4256.0,16,239.0,3,761.0,1
27,409.0,18,525.0,1,-1.0,0
87,2190.0,12,512.0,2,-1.0,0
26,370.0,8,1061.0,4,-1.0,0
75,1341.0,18,415.0,7,-1.0,0
33,2066.0,9,305.0,1,749.0,2
37,0.0,23,242.0,5,153.0,7
32,562.0,30,722.0,3,-1.0,0
42,413.0,11,456.0,2,184.0,2
34,1.0,28,535.0,2,-1.0,0
69,426.0,9,225.0,1,90.0,1
47,4189.0,19,489.0,3,-1.0,0
47,2601.0,24,261.0,1,-1.0,0
56,616.0,13,293.0,2,105.0,2
32,12198.0,18,178.0,1,-1.0,0
35,2717.0,13,394.0,6,-1.0,0
50,469.0,16,161.0,1,-1.0,0
46,437.0,13,546.0,3,-1.0,0
45,205.0,4,180.0,1,92.0,3
38,0.0,8,187.0,1,181.0,2
66,2149.0,25,98.0,1,87.0,10
29,339.0,4,1576.0,3,-1.0,0
34,-33.0,10,961.0,1,-1.0,0
40,-9.0,15,920.0,2,-1.0,0
46,460.0,7,1102.0,2,-1.0,0
48,46.0,4,118.0,1,1.0,3
29,658.0,15,198.0,2,244.0,4
27,-413.0,27,422.0,6,-1.0,0
74,1714.0,17,127.0,1,-1.0,0
28,173.0,18,588.0,7,-1.0,0
55,0.0,17,134.0,2,91.0,1
49,85.0,14,590.0,5,359.0,1
74,1843.0,15,251.0,2,184.0,3
33,1781.0,8,611.0,2,183.0,1
38,455.0,19,255.0,2,555.0,6
33,661.0,18,968.0,1,-1.0,0
37,1130.0,26,152.0,1,-1.0,0
25,349.0,22,1037.0,8,-1.0,0
54,2171.0,18,1034.0,1,-1.0,0
58,1625.0,5,286.0,2,-1.0,0
47,2892.0,17,556.0,1,-1.0,0
49,3.0,9,1439.0,6,-1.0,0
34,262.0,1,339.0,1,-1.0,0
23,897.0,8,190.0,2,280.0,8
22,423.0,16,316.0,1,179.0,10
30,8535.0,18,393.0,2,-1.0,0
51,129.0,15,611.0,2,-1.0,0
73,448.0,24,136.0,1,-1.0,0
23,1298.0,14,603.0,1,-1.0,0
66,2540.0,10,441.0,2,156.0,1
37,565.0,6,174.0,1,93.0,3
37,443.0,29,1600.0,1,-1.0,0
43,104.0,18,635.0,3,-1.0,0
53,459.0,5,558.0,1,-1.0,0
45,6993.0,20,283.0,1,-1.0,0
31,0.0,10,97.0,1,782.0,1
29,1584.0,6,245.0,1,-1.0,0
40,284.0,20,1332.0,2,-1.0,0
31,-367.0,18,474.0,2,-1.0,0
45,0.0,7,344.0,1,-1.0,0
57,1540.0,17,564.0,1,-1.0,0
35,4963.0,14,456.0,1,300.0,1
45,-443.0,20,691.0,1,-1.0,0
24,403.0,17,247.0,1,-1.0,0
45,1144.0,22,676.0,1,-1.0,0
32,-1.0,9,653.0,1,-1.0,0
54,1561.0,25,352.0,3,186.0,2
45,1206.0,8,309.0,1,446.0,3
49,3726.0,5,875.0,2,-1.0,0
55,9756.0,5,103.0,2,95.0,1
32,718.0,15,95.0,1,-1.0,0
29,51.0,17,1319.0,5,-1.0,0
57,169.0,3,369.0,1,-1.0,0
47,1167.0,30,968.0,1,87.0,5
33,133.0,4,218.0,1,-1.0,0
36,319.0,13,774.0,2,301.0,1
47,926.0,14,436.0,1,403.0,5
30,297.0,8,188.0,1,-1.0,0
30,102.0,5,470.0,7,426.0,3
24,23878.0,26,133.0,1,97.0,1
30,2046.0,21,595.0,3,254.0,1
41,3138.0,14,409.0,1,398.0,1
50,8345.0,27,194.0,1,261.0,1
42,27696.0,12,176.0,2,89.0,5
40,3352.0,19,639.0,2,27.0,1
43,2987.0,4,156.0,1,85.0,3
30,232.0,15,219.0,1,91.0,1
52,576.0,18,762.0,3,-1.0,0
35,-468.0,30,540.0,8,-1.0,0
49,561.0,15,173.0,1,-1.0,0
25,333.0,15,1056.0,2,-1.0,0
44,5063.0,27,418.0,2,-1.0,0
55,3122.0,8,349.0,1,-1.0,0
57,3043.0,14,707.0,2,-1.0,0
40,7968.0,2,596.0,1,-1.0,0
51,2635.0,21,407.0,3,74.0,5
27,132.0,14,276.0,1,-1.0,0
39,649.0,15,668.0,1,-1.0,0
60,5.0,29,401.0,1,-1.0,0
33,3546.0,23,777.0,2,-1.0,0
47,2232.0,27,439.0,1,103.0,1
33,801.0,7,341.0,5,-1.0,0
38,4539.0,16,387.0,1,-1.0,0
26,-67.0,15,637.0,1,-1.0,0
20,153.0,21,100.0,1,-1.0,0
48,17964.0,26,208.0,2,96.0,3
51,541.0,11,663.0,3,-1.0,0
41,985.0,30,274.0,2,391.0,11
29,322.0,14,434.0,1,96.0,6
39,24277.0,28,261.0,1,-1.0,0
33,2297.0,27,527.0,1,-1.0,0
41,-94.0,4,1164.0,1,203.0,1
46,273.0,10,583.0,6,53.0,6
55,512.0,5,1200.0,2,-1.0,0
30,377.0,4,524.0,15,-1.0,0
76,2693.0,21,107.0,2,-1.0,0
44,706.0,5,204.0,1,-1.0,0
34,69.0,3,263.0,3,251.0,3
31,6138.0,16,154.0,2,119.0,5
31,409.0,9,564.0,5,-1.0,0
31,447.0,4,327.0,3,77.0,3
32,1270.0,19,232.0,3,-1.0,0
60,73.0,8,243.0,2,-1.0,0
30,863.0,16,1193.0,5,-1.0,0
32,2559.0,7,889.0,1,-1.0,0
42,1289.0,15,250.0,4,415.0,2
66,206.0,9,479.0,1,-1.0,0
31,37.0,8,669.0,2,-1.0,0
38,1767.0,12,893.0,7,-1.0,0
51,346.0,11,237.0,1,180.0,6
48,4415.0,8,1032.0,3,141.0,7
45,4068.0,20,184.0,1,-1.0,0
27,393.0,1,165.0,2,-1.0,0
30,0.0,5,159.0,2,-1.0,0
33,195.0,16,984.0,5,-1.0,0
20,423.0,16,498.0,1,-1.0,0
55,264.0,31,1150.0,5,-1.0,0
55,0.0,2,116.0,1,-1.0,0
35,328.0,22,654.0,2,-1.0,0
49,808.0,28,1232.0,1,-1.0,0
49,2416.0,16,1366.0,1,-1.0,0
31,181.0,30,325.0,1,-1.0,0
49,914.0,4,185.0,1,-1.0,0
34,661.0,5,245.0,2,183.0,10
36,92.0,5,244.0,7,-1.0,0
51,603.0,24,853.0,2,-1.0,0
25,1857.0,12,187.0,1,91.0,12
44,2724.0,28,893.0,1,-1.0,0
33,4570.0,22,1258.0,2,-1.0,0
41,75.0,1,479.0,9,-1.0,0
59,1026.0,5,669.0,1,-1.0,0
26,170.0,15,129.0,1,-1.0,0
52,306.0,13,650.0,5,-1.0,0
23,598.0,11,406.0,1,195.0,1
34,69.0,4,120.0,3,1.0,6
58,2986.0,16,414.0,1,91.0,5
39,271.0,12,1344.0,1,-1.0,0
42,2913.0,3,705.0,1,195.0,1
55,2693.0,22,182.0,1,184.0,7
22,1522.0,30,368.0,2,-1.0,0
21,2488.0,30,258.0,6,169.0,3
52,83.0,26,1223.0,6,-1.0,0
24,382.0,30,567.0,2,-1.0,0
36,203.0,29,139.0,1,-1.0,0
34,9827.0,13,871.0,4,-1.0,0
35,518.0,30,616.0,1,-1.0,0
27,302.0,3,203.0,1,-1.0,0
33,1323.0,1,327.0,1,-1.0,0
55,49.0,7,494.0,4,-1.0,0
37,0.0,8,257.0,2,97.0,1
27,5169.0,3,431.0,1,466.0,3
37,3913.0,27,124.0,1,-1.0,0
53,3634.0,7,211.0,4,88.0,8
60,514.0,15,187.0,2,213.0,10
75,3810.0,16,262.0,1,183.0,1
24,1809.0,11,165.0,1,95.0,2
59,2166.0,7,574.0,1,-1.0,0
62,272.0,11,289.0,1,92.0,3
39,260.0,13,226.0,1,94.0,4
29,714.0,13,482.0,2,-1.0,0
52,1416.0,10,436.0,2,182.0,1
28,0.0,20,185.0,1,-1.0,0
28,805.0,16,331.0,1,-1.0,0
37,4089.0,2,289.0,2,174.0,4
48,50.0,21,419.0,1,-1.0,0
38,3278.0,19,645.0,14,-1.0,0
71,2887.0,30,128.0,1,-1.0,0
27,3733.0,22,198.0,1,98.0,6
39,2345.0,8,491.0,2,344.0,2
28,703.0,15,485.0,1,88.0,1
37,981.0,7,682.0,2,386.0,1
33,475.0,7,1046.0,1,-1.0,0
46,349.0,14,466.0,4,88.0,3
44,105.0,20,586.0,1,-1.0,0
47,86.0,5,253.0,1,97.0,4
40,224.0,17,875.0,2,-1.0,0
56,4266.0,17,490.0,4,-1.0,0
46,640.0,11,108.0,2,129.0,2
23,425.0,3,768.0,1,-1.0,0
61,175.0,5,270.0,2,-1.0,0
25,373.0,11,819.0,2,-1.0,0
42,11115.0,10,187.0,1,102.0,1
54,1323.0,20,47.0,4,-1.0,0
46,25204.0,6,72.0,1,-1.0,0
35,-640.0,5,78.0,6,-1.0,0
25,53.0,13,331.0,2,-1.0,0
49,177.0,28,90.0,1,204.0,1
35,4959.0,29,91.0,2,-1.0,0
53,0.0,19,160.0,3,-1.0,0
39,116.0,26,182.0,3,-1.0,0
35,1388.0,28,119.0,5,-1.0,0
32,476.0,19,503.0,2,-1.0,0
40,-186.0,11,154.0,2,-1.0,0
42,0.0,19,73.0,5,-1.0,0
29,795.0,10,270.0,2,-1.0,0
35,2179.0,20,207.0,1,-1.0,0
31,713.0,9,1534.0,2,-1.0,0
45,31.0,28,280.0,1,-1.0,0
26,380.0,13,260.0,3,-1.0,0
35,208.0,19,214.0,1,-1.0,0
36,351.0,25,88.0,3,-1.0,0
37,3429.0,26,81.0,8,-1.0,0
29,2799.0,5,371.0,2,-1.0,0
34,187.0,12,379.0,2,-1.0,0
39,1790.0,4,229.0,6,-1.0,0
37,3728.0,20,55.0,4,-1.0,0
59,14.0,18,319.0,2,182.0,1
49,6758.0,27,67.0,3,-1.0,0
35,820.0,8,287.0,4,-1.0,0
33,51.0,21,273.0,2,-1.0,0
26,5.0,11,251.0,1,304.0,2
36,1790.0,16,386.0,2,-1.0,0
28,0.0,26,89.0,1,-1.0,0
32,3616.0,14,165.0,2,-1.0,0
34,587.0,4,77.0,8,-1.0,0
50,1553.0,31,53.0,2,-1.0,0
33,6174.0,28,19.0,14,-1.0,0
46,37378.0,14,146.0,1,518.0,1
25,715.0,26,217.0,1,-1.0,0
47,223.0,15,133.0,2,-1.0,0
31,69.0,19,640.0,1,-1.0,0
31,522.0,29,113.0,4,-1.0,0
53,2135.0,4,152.0,2,-1.0,0
27,240.0,9,46.0,1,-1.0,0
40,60.0,20,325.0,2,-1.0,0
32,39.0,7,128.0,1,-1.0,0
22,3992.0,19,194.0,2,-1.0,0
51,8863.0,19,435.0,2,-1.0,0
46,0.0,19,161.0,2,-1.0,0
28,260.0,7,374.0,2,-1.0,0
29,102.0,12,154.0,1,182.0,5
44,1305.0,30,72.0,4,-1.0,0
38,0.0,20,266.0,3,-1.0,0
59,3401.0,2,111.0,1,-1.0,0
36,-94.0,2,185.0,1,252.0,2
31,40.0,4,158.0,1,104.0,2
36,342.0,7,142.0,1,-1.0,0
34,0.0,5,293.0,6,-1.0,0
35,128.0,12,136.0,1,-1.0,0
52,2709.0,9,48.0,7,-1.0,0
58,0.0,11,464.0,2,-1.0,0
30,1177.0,8,220.0,2,-1.0,0
55,1989.0,28,139.0,2,-1.0,0
42,105.0,27,85.0,4,-1.0,0
54,-182.0,9,98.0,1,-1.0,0
55,3948.0,2,266.0,2,-1.0,0
53,-491.0,20,124.0,4,-1.0,0
43,2539.0,16,529.0,4,-1.0,0
27,8.0,20,777.0,3,-1.0,0
56,488.0,6,146.0,4,-1.0,0
36,539.0,11,176.0,1,-1.0,0
39,5201.0,9,317.0,1,-1.0,0
35,705.0,15,177.0,1,361.0,3
28,970.0,8,137.0,1,96.0,1
55,255.0,22,114.0,1,-1.0,0
52,4493.0,21,268.0,3,-1.0,0
52,1645.0,28,248.0,1,-1.0,0
32,267.0,26,128.0,1,-1.0,0
47,33.0,5,298.0,1,-1.0,0
51,1938.0,19,61.0,1,-1.0,0
33,8514.0,20,131.0,1,-1.0,0
34,531.0,4,279.0,1,-1.0,0
38,1255.0,17,151.0,2,171.0,2
31,-538.0,6,521.0,1,-1.0,0
32,1868.0,27,186.0,16,-1.0,0
34,176.0,18,61.0,4,-1.0,0
32,-233.0,28,140.0,2,-1.0,0
39,602.0,20,191.0,7,-1.0,0
33,196.0,12,183.0,5,-1.0,0
43,620.0,29,155.0,1,-1.0,0
47,0.0,14,81.0,2,-1.0,0
53,269.0,6,347.0,2,-1.0,0
57,1610.0,16,147.0,1,-1.0,0
43,1625.0,20,390.0,1,-1.0,0
31,1097.0,20,485.0,3,-1.0,0
36,671.0,1,161.0,1,457.0,2
38,5830.0,17,176.0,3,-1.0,0
56,2749.0,17,38.0,1,172.0,2
31,2994.0,10,182.0,1,229.0,2
30,236.0,16,197.0,1,-1.0,0
41,32.0,7,162.0,1,-1.0,0
37,1026.0,13,389.0,2,-1.0,0
26,1.0,21,6.0,1,-1.0,0
32,2313.0,9,99.0,26,-1.0,0
50,2410.0,21,65.0,1,-1.0,0
51,-227.0,15,404.0,1,-1.0,0
45,396.0,17,266.0,4,-1.0,0
34,528.0,1,165.0,1,124.0,1
32,23.0,5,160.0,1,-1.0,0
42,985.0,20,141.0,2,-1.0,0
43,0.0,20,592.0,1,-1.0,0
50,0.0,19,638.0,1,-1.0,0
47,2775.0,14,262.0,1,-1.0,0
33,3655.0,19,183.0,20,-1.0,0
76,2302.0,5,110.0,1,87.0,2
46,-216.0,28,404.0,3,-1.0,0
41,188.0,31,15.0,25,-1.0,0
48,1.0,5,669.0,3,-1.0,0
56,177.0,8,1040.0,1,-1.0,0
46,475.0,23,158.0,2,-1.0,0
26,193.0,3,48.0,2,-1.0,0
53,5331.0,21,302.0,1,-1.0,0
59,684.0,13,48.0,13,-1.0,0
24,145.0,15,520.0,1,345.0,1
52,249.0,7,100.0,1,-1.0,0
59,11.0,20,318.0,2,-1.0,0
25,-559.0,14,189.0,3,-1.0,0
31,-422.0,18,64.0,2,329.0,15
31,308.0,7,194.0,1,-1.0,0
35,24.0,26,243.0,2,-1.0,0
75,46.0,2,294.0,1,-1.0,0
52,-346.0,19,147.0,3,-1.0,0
36,223.0,14,12.0,3,-1.0,0
35,68.0,12,334.0,1,347.0,6
57,2887.0,11,123.0,1,-1.0,0
39,-143.0,14,93.0,2,349.0,7
66,0.0,12,701.0,1,-1.0,0
35,474.0,29,372.0,1,-1.0,0
34,338.0,9,162.0,2,-1.0,0
44,251.0,20,14.0,6,-1.0,0
56,12.0,20,282.0,2,135.0,1
59,1875.0,13,77.0,1,-1.0,0
31,24870.0,21,634.0,2,-1.0,0
37,55.0,27,99.0,1,329.0,4
50,3043.0,3,113.0,4,-1.0,0
74,6027.0,14,233.0,2,-1.0,0
43,176.0,5,253.0,2,286.0,1
28,-58.0,8,74.0,1,-1.0,0
45,0.0,5,370.0,2,-1.0,0
57,1292.0,1,151.0,1,69.0,1
39,3663.0,11,230.0,3,-1.0,0
30,3405.0,29,276.0,2,-1.0,0
35,496.0,18,135.0,3,-1.0,0
51,21244.0,4,166.0,2,-1.0,0
52,2323.0,18,45.0,4,-1.0,0
40,229.0,24,213.0,10,-1.0,0
51,805.0,13,270.0,2,-1.0,0
55,625.0,20,88.0,2,147.0,4
54,515.0,17,205.0,1,-1.0,0
51,507.0,8,85.0,2,-1.0,0
30,12697.0,19,95.0,1,-1.0,0
61,7935.0,26,427.0,17,-1.0,0
41,3855.0,19,657.0,2,-1.0,0
45,3944.0,18,141.0,1,-1.0,0
45,523.0,1,380.0,4,371.0,4
46,211.0,14,36.0,2,-1.0,0
35,11.0,25,294.0,1,-1.0,0
56,505.0,17,171.0,1,172.0,2
56,-762.0,11,348.0,2,-1.0,0
39,127.0,22,77.0,1,-1.0,0
29,3220.0,17,172.0,3,-1.0,0
52,1319.0,30,37.0,2,-1.0,0
60,2008.0,7,105.0,2,-1.0,0
36,0.0,5,245.0,2,8.0,1
32,356.0,29,56.0,2,223.0,5
29,16.0,12,197.0,3,-1.0,0
37,34.0,2,100.0,2,-1.0,0
29,577.0,17,501.0,3,331.0,10
32,390.0,5,100.0,1,243.0,1
36,629.0,29,109.0,1,246.0,1
30,3086.0,20,150.0,1,-1.0,0
42,-401.0,29,145.0,2,-1.0,0
37,0.0,20,12.0,14,-1.0,0
35,299.0,19,1059.0,5,-1.0,0
49,0.0,12,345.0,2,-1.0,0
32,1918.0,17,321.0,1,-1.0,0
23,4084.0,3,118.0,7,-1.0,0
49,1040.0,8,474.0,2,-1.0,0
39,263.0,29,160.0,1,199.0,6
34,395.0,11,150.0,2,364.0,8
21,6.0,9,622.0,1,-1.0,0
42,-465.0,23,102.0,1,-1.0,0
38,2329.0,29,261.0,1,-1.0,0
24,368.0,7,197.0,2,-1.0,0
49,790.0,7,324.0,3,-1.0,0
34,2729.0,6,945.0,1,139.0,1
26,3154.0,27,121.0,1,-1.0,0
55,17.0,19,129.0,4,-1.0,0
34,530.0,7,57.0,1,-1.0,0
28,1827.0,19,211.0,2,-1.0,0
43,641.0,2,251.0,4,-1.0,0
45,1410.0,11,71.0,2,-1.0,0
36,304.0,2,249.0,3,-1.0,0
58,-71.0,27,114.0,1,-1.0,0
46,9083.0,8,389.0,1,-1.0,0
36,1587.0,28,200.0,2,-1.0,0
40,0.0,6,225.0,1,-1.0,0
57,282.0,7,261.0,12,-1.0,0
34,365.0,9,85.0,2,-1.0,0
41,-256.0,9,35.0,3,-1.0,0
52,2594.0,21,425.0,1,-1.0,0
47,2261.0,31,87.0,2,-1.0,0
30,115.0,6,66.0,3,-1.0,0
49,402.0,19,571.0,1,-1.0,0
33,-6.0,7,566.0,2,-1.0,0
40,4436.0,13,67.0,2,-1.0,0
27,379.0,7,269.0,2,-1.0,0
45,1780.0,9,464.0,1,-1.0,0
54,714.0,5,225.0,1,-1.0,0
40,630.0,23,177.0,2,-1.0,0
29,8.0,2,107.0,1,-1.0,0
24,3505.0,18,317.0,1,355.0,1
38,215.0,20,70.0,1,167.0,1
31,310.0,17,334.0,2,240.0,2
33,3064.0,20,309.0,1,-1.0,0
29,-150.0,6,328.0,1,-1.0,0
49,384.0,11,64.0,1,-1.0,0
58,1013.0,30,341.0,5,-1.0,0
39,94.0,6,181.0,2,-1.0,0
57,75.0,8,157.0,8,-1.0,0
54,1544.0,24,82.0,3,-1.0,0
66,220.0,28,283.0,1,-1.0,0
42,117.0,9,147.0,1,-1.0,0
57,1602.0,29,339.0,3,-1.0,0
29,59.0,14,100.0,3,356.0,2
41,881.0,8,75.0,2,-1.0,0
46,36.0,16,250.0,1,-1.0,0
58,1517.0,29,7.0,5,-1.0,0
39,9143.0,29,851.0,2,-1.0,0
34,478.0,22,73.0,2,-1.0,0
40,1322.0,8,26.0,1,-1.0,0
40,369.0,6,79.0,2,-1.0,0
41,-22.0,4,166.0,2,-1.0,0
39,-119.0,5,104.0,2,-1.0,0
31,937.0,9,51.0,3,-1.0,0
32,151.0,6,118.0,1,-1.0,0
44,756.0,18,65.0,1,130.0,2
30,1390.0,20,552.0,4,-1.0,0
49,3570.0,24,62.0,3,202.0,2
32,1615.0,21,164.0,3,-1.0,0
51,279.0,28,64.0,3,-1.0,0
33,-208.0,4,306.0,3,360.0,1
32,12686.0,20,176.0,1,170.0,1
37,1372.0,6,129.0,2,-1.0,0
40,205.0,25,357.0,1,-1.0,0
44,0.0,18,26.0,7,-1.0,0
36,3740.0,7,254.0,1,-1.0,0
33,661.0,11,108.0,1,99.0,7
54,230.0,21,401.0,1,100.0,2
37,5287.0,19,599.0,4,100.0,2
44,251.0,28,122.0,3,-1.0,0
30,167.0,3,237.0,2,-1.0,0
53,640.0,11,321.0,2,-1.0,0
43,-291.0,11,277.0,1,301.0,2
57,1631.0,2,254.0,2,261.0,3
52,12.0,30,33.0,5,-1.0,0
50,2190.0,17,269.0,1,-1.0,0
28,0.0,7,47.0,1,-1.0,0
42,1336.0,22,65.0,1,-1.0,0
61,103.0,7,292.0,1,-1.0,0
30,1019.0,4,155.0,1,234.0,1
33,-424.0,26,863.0,1,-1.0,0
56,1168.0,17,673.0,2,-1.0,0
42,323.0,8,280.0,2,-1.0,0
34,332.0,14,134.0,2,-1.0,0
33,0.0,20,134.0,3,-1.0,0
36,-355.0,8,89.0,1,-1.0,0
54,2037.0,2,96.0,1,-1.0,0
53,0.0,7,176.0,1,322.0,5
56,4889.0,22,705.0,4,-1.0,0
24,1033.0,24,283.0,1,-1.0,0
57,1335.0,19,902.0,2,-1.0,0
50,892.0,10,189.0,1,-1.0,0
39,447.0,19,968.0,1,-1.0,0
45,358.0,13,134.0,2,-1.0,0
35,136.0,7,283.0,1,-1.0,0
57,297.0,5,633.0,1,-1.0,0
43,666.0,13,160.0,3,-1.0,0
34,-17.0,15,319.0,7,-1.0,0
54,0.0,16,986.0,1,94.0,8
51,505.0,7,130.0,1,-1.0,0
59,0.0,11,89.0,1,-1.0,0
39,278.0,28,60.0,3,-1.0,0
45,0.0,4,153.0,6,-1.0,0
28,5.0,14,178.0,2,360.0,3
30,363.0,16,136.0,8,-1.0,0
45,9077.0,15,139.0,1,-1.0,0
40,285.0,6,322.0,1,265.0,3
44,1442.0,18,280.0,2,-1.0,0
27,140.0,25,361.0,1,-1.0,0
37,565.0,5,329.0,1,6.0,2
36,-251.0,7,162.0,1,-1.0,0
36,251.0,30,180.0,7,-1.0,0
34,42.0,7,154.0,2,-1.0,0
34,3.0,5,16.0,5,-1.0,0
32,181.0,6,90.0,1,-1.0,0
37,46.0,19,119.0,4,-1.0,0
50,67.0,20,156.0,3,-1.0,0
25,1966.0,28,209.0,1,-1.0,0
42,46.0,2,1013.0,1,-1.0,0
41,141.0,16,299.0,4,-1.0,0
42,0.0,31,33.0,13,-1.0,0
36,546.0,6,91.0,3,-1.0,0
56,445.0,7,59.0,2,-1.0,0
57,-524.0,16,199.0,4,-1.0,0
35,2808.0,19,221.0,12,-1.0,0
41,944.0,31,81.0,2,-1.0,0
34,442.0,30,69.0,1,164.0,2
58,5567.0,24,1869.0,1,-1.0,0
30,3809.0,3,159.0,4,-1.0,0
50,1580.0,14,111.0,3,-1.0,0
34,0.0,14,78.0,4,-1.0,0
39,804.0,21,193.0,8,203.0,1
33,329.0,7,227.0,4,-1.0,0
47,351.0,29,370.0,1,-1.0,0
30,114.0,18,110.0,10,-1.0,0
41,692.0,30,249.0,3,245.0,3
58,26.0,12,600.0,4,-1.0,0
50,0.0,6,327.0,1,356.0,1
36,801.0,18,250.0,2,-1.0,0
31,3.0,25,143.0,3,-1.0,0
54,2960.0,13,94.0,9,85.0,1
51,1440.0,30,309.0,1,-1.0,0
35,2086.0,21,254.0,7,-1.0,0
50,8139.0,18,256.0,6,-1.0,0
38,2008.0,18,354.0,1,-1.0,0
32,1167.0,16,668.0,3,147.0,1
29,596.0,18,172.0,2,346.0,6
26,-74.0,4,147.0,1,-1.0,0
32,616.0,27,118.0,7,-1.0,0
41,795.0,2,147.0,1,-1.0,0
31,0.0,14,215.0,1,-1.0,0
56,563.0,6,100.0,2,168.0,1
54,1411.0,12,56.0,2,-1.0,0
32,1373.0,21,474.0,2,-1.0,0
52,26.0,13,215.0,1,-1.0,0
27,89.0,20,139.0,5,-1.0,0
47,1715.0,22,211.0,8,-1.0,0
43,78.0,15,80.0,1,-1.0,0
44,447.0,14,106.0,5,-1.0,0
57,644.0,31,263.0,4,-1.0,0
44,59.0,18,9.0,4,341.0,19
37,887.0,14,553.0,2,-1.0,0
48,11298.0,9,97.0,2,-1.0,0
44,7.0,7,238.0,3,-1.0,0
34,171.0,7,191.0,1,294.0,1
